run_id,candidate_id,dof,reference_kind,old_heave_reference_used,period,reference_period,period_error_pct,zeta,reference_zeta,nrmse,j_dof,j_shape,amplitude_error,start_amplitude_error,start_amplitude_abs_ratio,start_amplitude_signed_ratio,reference_decay_start,model_decay_start,reference_raw_start,model_raw_start,decay_start_time_shift,phase_error,envelope_error,ler_error,fp_error,leak_json,reference_leak_json,morph_json,metric_status,notes
RUN_0002_FD_SWAY_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_SWAY,curated,false,81.500957,79.430459,2.6066805,0.024371127,0.023182848,0.041654771,0.041654771,0.77661815,0.17945897,,,,,,,,,,0.32304132,0.35183958,0.17945897,"{""Surge"":0.26816376680217735,""Heave"":0.2168165516260234,""Roll"":0.3505626586509387,""Pitch"":0.14302719078669343,""Yaw"":0.46150748167672534}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.04165477091706935,""J_shape"":0.7766181475371647,""env_err"":0.32304132168664657,""fp_err"":0.1794589747715785,""LERD"":0.008732298675839493,""LERM"":0.005659930353963606,""LER_err"":0.35183958267214444,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0002_FD_SWAY_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_sway_ac064de6.out
RUN_0001_FD_HEAVE_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_HEAVE,curated,false,20.843158,20.719426,0.59717992,0.0014734067,0.0063011469,0.038386582,0.038386582,0.26717303,0.64966695,0.57662278,1.5766228,1.5766228,-8.2867,-13.065,-8.2962,-8.184,-0.05,,0.52212697,0.37664651,0.64966695,"{""Surge"":0.21268257358876194,""Sway"":0.3999172842248046,""Roll"":0.6366152285197888,""Pitch"":0.35349520866237716,""Yaw"":0.3206459131701857}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.038386582203688194,""J_shape"":0.2671730344343143,""env_err"":0.5221269749067187,""fp_err"":0.6496669543614962,""LERD"":0.0029834655567953176,""LERM"":0.0018597536551042302,""LER_err"":0.3766465140285111,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_heave_adcda246.out
RUN_0001_FD_ROLL_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_ROLL,curated,false,31.661805,31.040392,2.0019472,0.025729381,0.02049542,0.046207049,0.046207049,0.96576847,0.24202453,0.19158707,1.1915871,1.1915871,11.95968,14.251,11.97218,16.89,-0.05,,0.21021256,0.011243908,0.24202453,"{""Surge"":0.28216110977035175,""Sway"":0.440265117704339,""Heave"":0.24679785919081573,""Pitch"":0.14651620041689012,""Yaw"":0.2069480994211604}","{""Surge"":0.13004178340036146,""Sway"":0.2811231135878405,""Heave"":0.032594922860306255,""Pitch"":0.24847735333665472,""Yaw"":0.10705157585119539}","{""J_wave"":0.046207048568192306,""J_shape"":0.965768470235973,""env_err"":0.2102125610530241,""fp_err"":0.2420245303005869,""LERD"":0.006503664007973453,""LERM"":0.006576790604705399,""LER_err"":0.011243907533091166,""Tend"":519.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_ROLL_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_roll_38d48f80.out
RUN_0001_FD_PITCH_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_PITCH,curated,false,30.507999,30.598882,0.29701453,0.020856658,0.025569995,0.014713236,0.014713236,0.20796211,0.15387015,0.16358382,1.1635838,1.1635838,-9.03115,-10.5085,-9.028615,-9.679,-0.05,,0.1346887,0.5981415,0.15387015,"{""Surge"":0.356209322362823,""Sway"":0.14941950599850495,""Heave"":0.2865059624941527,""Roll"":0.3404670086450939,""Yaw"":0.2909548621409635}","{""Surge"":0.3652553627158409,""Sway"":0.11511580438120428,""Heave"":0.09709203619753709,""Roll"":0.24451383619627762,""Yaw"":0.12733165013806358}","{""J_wave"":0.014713235948848635,""J_shape"":0.2079621100897117,""env_err"":0.13468870392701693,""fp_err"":0.153870153609555,""LERD"":0.013125939777430977,""LERM"":0.020977109108013196,""LER_err"":0.5981415017674916,""Tend"":484.68}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_PITCH_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_pitch_e18abe27.out
RUN_0001_FD_YAW_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_YAW,curated,false,50.313075,50.687273,0.73824889,0.022467835,0.024700713,0.027204702,0.027204702,0.54931518,0.20162353,,,,,,,,,,0.27050089,0.75605018,0.20162353,"{""Surge"":0.4118261440940836,""Sway"":0.22851825558166444,""Heave"":0.2009042947880548,""Roll"":0.2632192935878376,""Pitch"":0.07801584716959176}","{""Surge"":0.1667131756781034,""Sway"":0.06151291011602063,""Heave"":0.00833951391833249,""Roll"":0.08748756161027149,""Pitch"":0.06650130575791667}","{""J_wave"":0.02720470227598641,""J_shape"":0.5493151763948386,""env_err"":0.2705008927901316,""fp_err"":0.20162353309357162,""LERD"":0.010254479339074602,""LERM"":0.01800738033653799,""LER_err"":0.7560501846174702,""Tend"":628.0}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_YAW_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_yaw_fe6ed2b1.out
RUN_0003_FD_SWAY_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_SWAY,curated,false,81.500957,79.430459,2.6066805,0.024371127,0.023182848,0.041654771,0.041654771,0.77661815,0.17945897,,,,,,,,,,0.32304132,0.35183958,0.17945897,"{""Surge"":0.26816376680217735,""Heave"":0.2168165516260234,""Roll"":0.3505626586509387,""Pitch"":0.14302719078669343,""Yaw"":0.46150748167672534}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.04165477091706935,""J_shape"":0.7766181475371647,""env_err"":0.32304132168664657,""fp_err"":0.1794589747715785,""LERD"":0.008732298675839493,""LERM"":0.005659930353963606,""LER_err"":0.35183958267214444,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0003_FD_SWAY_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_sway_ac064de6.out
RUN_0004_FD_SWAY_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_SWAY,curated,false,81.500957,79.430459,2.6066805,0.024371127,0.023182848,0.041654771,0.041654771,0.77661815,0.17945897,0.22123906,0.77876094,0.77876094,-15.1099,-11.767,-15.02749,-10.17,-0.05,,0.32304132,0.35183958,0.17945897,"{""Surge"":0.26816376680217735,""Heave"":0.2168165516260234,""Roll"":0.3505626586509387,""Pitch"":0.14302719078669343,""Yaw"":0.46150748167672534}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.04165477091706935,""J_shape"":0.7766181475371647,""env_err"":0.32304132168664657,""fp_err"":0.1794589747715785,""LERD"":0.008732298675839493,""LERM"":0.005659930353963606,""LER_err"":0.35183958267214444,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0004_FD_SWAY_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_sway_ac064de6.out
RUN_0003_FD_YAW_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,FD_YAW,curated,false,50.313075,50.687273,0.73824889,0.022467835,0.024700713,0.027204702,0.027204702,0.54931518,0.20162353,0.19985461,0.80014539,0.80014539,-18.0201,-14.4187,-17.8903,-14.98,-0.05,,0.27050089,0.75605018,0.20162353,"{""Surge"":0.4118261440940836,""Sway"":0.22851825558166444,""Heave"":0.2009042947880548,""Roll"":0.2632192935878376,""Pitch"":0.07801584716959176}","{""Surge"":0.1667131756781034,""Sway"":0.06151291011602063,""Heave"":0.00833951391833249,""Roll"":0.08748756161027149,""Pitch"":0.06650130575791667}","{""J_wave"":0.02720470227598641,""J_shape"":0.5493151763948386,""env_err"":0.2705008927901316,""fp_err"":0.20162353309357162,""LERD"":0.010254479339074602,""LERM"":0.01800738033653799,""LER_err"":0.7560501846174702,""Tend"":628.0}",PASS,metrics computed from 04_current_runs/runs/RUN_0003_FD_YAW_RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400/input/qg_r001_center_yaw_fe6ed2b1.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612120539_F100_I100,BQIC_SURGE_0612120539_F100_I100,FD_SURGE,curated,false,82.225,82.763612,0.65078407,0.010871949,0.020242479,0.050632098,0.050632098,0.95288635,0.30223682,0.32811855,0.67188145,0.67188145,-23.215405,-15.598,-23.35351,-13.62,-0.05,,0.41243468,0.12985051,0.30223682,"{""Sway"":0.22588017452773052,""Heave"":0.18582662348282744,""Roll"":0.23963936997632412,""Pitch"":0.0944401418286636,""Yaw"":0.20640734371199632}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05063209750784892,""J_shape"":0.9528863462184654,""env_err"":0.4124346762157335,""fp_err"":0.3022368159690829,""LERD"":0.003995852928715648,""LERM"":0.003476989376440771,""LER_err"":0.12985051290204785,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612120539_F100_I100/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612120539_F150_I100,BQIC_SURGE_0612120539_F150_I100,FD_SURGE,curated,false,85.983333,82.763612,3.8902615,0.014989332,0.020242479,0.054142499,0.054142499,0.95578379,0.32403225,0.33768116,0.66231884,0.66231884,-23.215405,-15.376,-23.35351,-13.62,-0.05,,0.43453086,0.53780309,0.32403225,"{""Sway"":0.1664003639606271,""Heave"":0.19502907457348415,""Roll"":0.24394330477257514,""Pitch"":0.07035102589556452,""Yaw"":0.23629266679631353}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05414249891065958,""J_shape"":0.9557837913751169,""env_err"":0.43453086483545467,""fp_err"":0.3240322505718255,""LERD"":0.003995852928715648,""LERM"":0.0061448350008282745,""LER_err"":0.5378030949711041,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612120539_F150_I100/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_PHYS_SURGE_BASE_22152Z0000,PHYS_SURGE_BASE_22152Z0000,FD_SURGE,curated,false,11.255791,82.763612,86.400072,0.0026395132,0.020242479,0.14118563,0.14118563,1.1083569,0.60587018,,,,,,,,,,0.63018581,0.75465199,0.60587018,"{""Sway"":0.1245081655367507,""Heave"":0.05331231566343966,""Roll"":0.025185943763258476,""Pitch"":0.5750014765506691,""Yaw"":0.053891836712260506}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.14118563128170775,""J_shape"":1.1083568981056875,""env_err"":0.6301858072313558,""fp_err"":0.6058701814377145,""LERD"":0.003995852928715648,""LERM"":0.0009803745633323083,""LER_err"":0.7546519902454414,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_PHYS_SURGE_BASE_22152Z0000/input/OpenFAST_input_files/IEA-15-240-RWT-UMaineSemi.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612120539_F200_I100,BQIC_SURGE_0612120539_F200_I100,FD_SURGE,curated,false,79.892222,82.763612,3.4693872,0.0094843863,0.020242479,0.061013935,0.061013935,1.0734009,0.29707085,0.33406288,0.66593712,0.66593712,-23.215405,-15.46,-23.35351,-13.62,-0.05,,0.49277297,1.007059,0.29707085,"{""Sway"":0.31727364606077724,""Heave"":0.20849175910416906,""Roll"":0.26970861281372976,""Pitch"":0.08825241991761237,""Yaw"":0.19526145721407767}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.06101393528361096,""J_shape"":1.0734008797838748,""env_err"":0.4927729682296761,""fp_err"":0.2970708470981517,""LERD"":0.003995852928715648,""LERM"":0.008019912389319976,""LER_err"":1.0070589514659005,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612120539_F200_I100/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612122849_F075_I090,BQIC_SURGE_0612122849_F075_I090,FD_SURGE,curated,false,89.05,82.763612,7.5955935,0.020888234,0.020242479,0.057496733,0.057496733,1.1884242,0.41150362,,,,,,,,,,0.42846824,1.0471692,0.41150362,"{""Sway"":0.20185726016550315,""Heave"":0.19445239792582564,""Roll"":0.25232107337599874,""Pitch"":0.08634978974872283,""Yaw"":0.2787921853215317}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.0574967334815012,""J_shape"":1.1884242369509799,""env_err"":0.4284682385013061,""fp_err"":0.41150361578452616,""LERD"":0.003995852928715648,""LERM"":0.008180186961270606,""LER_err"":1.0471691794472253,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612122849_F075_I090/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612123519_F100_I098,BQIC_SURGE_0612123519_F100_I098,FD_SURGE,curated,false,80.537821,82.763612,2.6893363,0.013056731,0.020242479,0.050165381,0.050165381,0.99651724,0.32838251,0.35676332,0.64323668,0.64323668,-23.215405,-14.933,-23.35351,-13.34,-0.05,,0.41416696,0.7219758,0.32838251,"{""Sway"":0.17496064301440561,""Heave"":0.18931288107058672,""Roll"":0.24545062707956797,""Pitch"":0.09316304758869282,""Yaw"":0.27578951805982993}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05016538123633641,""J_shape"":0.9965172436789596,""env_err"":0.41416696059477803,""fp_err"":0.32838250971047994,""LERD"":0.003995852928715648,""LERM"":0.006880762057216639,""LER_err"":0.721975803405823,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612123519_F100_I098/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612122849_F100_I090,BQIC_SURGE_0612122849_F100_I090,FD_SURGE,curated,false,88.884406,82.763612,7.3955124,0.020727704,0.020242479,0.052620023,0.052620023,0.83992471,0.40849338,,,,,,,,,,0.45136268,0.35080642,0.40849338,"{""Sway"":0.18117258723044444,""Heave"":0.20498837368906658,""Roll"":0.2698739491136513,""Pitch"":0.08978457683244459,""Yaw"":0.20439586300315848}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.052620023111226294,""J_shape"":0.8399247147109593,""env_err"":0.4513626824155152,""fp_err"":0.40849338262628443,""LERD"":0.003995852928715648,""LERM"":0.0025940820554986423,""LER_err"":0.35080642311516824,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612122849_F100_I090/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612123519_F100_I102,BQIC_SURGE_0612123519_F100_I102,FD_SURGE,curated,false,88.85,82.763612,7.3539414,0.012452802,0.020242479,0.049939823,0.049939823,0.98575071,0.29628903,0.31088861,0.68911139,0.68911139,-23.215405,-15.998,-23.35351,-13.89,-0.05,,0.39638209,0.52394419,0.29628903,"{""Sway"":0.16154953455094306,""Heave"":0.18353122249894688,""Roll"":0.23411249254500774,""Pitch"":0.07932681680031814,""Yaw"":0.14403229225461564}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.049939822782427375,""J_shape"":0.9857507095049463,""env_err"":0.39638209219759707,""fp_err"":0.2962890279098967,""LERD"":0.003995852928715648,""LERM"":0.00608945683600816,""LER_err"":0.5239441852944875,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612123519_F100_I102/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612122849_F125_I090,BQIC_SURGE_0612122849_F125_I090,FD_SURGE,curated,false,85.534754,82.763612,3.3482606,0.011550655,0.020242479,0.055767009,0.055767009,0.97313768,0.37737031,,,,,,,,,,0.47502312,1.7120151,0.37737031,"{""Sway"":0.20674743660363756,""Heave"":0.21311548214269013,""Roll"":0.2761351027028139,""Pitch"":0.08986847300332194,""Yaw"":0.22793760287486023}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.055767009268715806,""J_shape"":0.9731376770639644,""env_err"":0.4750231215038837,""fp_err"":0.37737030719076703,""LERD"":0.003995852928715648,""LERM"":0.010836813631710157,""LER_err"":1.7120151379528723,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612122849_F125_I090/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_ROLL_BQIC_ROLL_0612125455_F080_I100,BQIC_ROLL_0612125455_F080_I100,FD_ROLL,curated,false,31.549199,31.040392,1.6391767,0.027676779,0.02049542,0.043426782,0.043426782,0.9657085,0.2445283,0.19300851,1.1930085,1.1930085,11.95968,14.268,11.97218,16.89,-0.05,,0.1634034,0.18107012,0.2445283,"{""Surge"":0.24229020425425654,""Sway"":0.41810063805938313,""Heave"":0.22760422137919148,""Pitch"":0.14759572409022817,""Yaw"":0.2023364717818719}","{""Surge"":0.13004178340036146,""Sway"":0.2811231135878405,""Heave"":0.032594922860306255,""Pitch"":0.24847735333665472,""Yaw"":0.10705157585119539}","{""J_wave"":0.04342678237703238,""J_shape"":0.9657085040702118,""env_err"":0.16340340051283128,""fp_err"":0.24452830318926524,""LERD"":0.006503664007973453,""LERM"":0.007681283224011371,""LER_err"":0.18107011902739192,""Tend"":519.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_ROLL_BQIC_ROLL_0612125455_F080_I100/input/qg_r001_center_roll_38d48f80.out
RUN_0001_FD_ROLL_BQIC_ROLL_0612125455_F090_I100,BQIC_ROLL_0612125455_F090_I100,FD_ROLL,curated,false,31.543425,31.040392,1.6205738,0.02674023,0.02049542,0.043418499,0.043418499,0.93652235,0.24551848,0.19267405,1.1926741,1.1926741,11.95968,14.264,11.97218,16.89,-0.05,,0.18188612,0.030743987,0.24551848,"{""Surge"":0.24034834708123032,""Sway"":0.46687646763627005,""Heave"":0.23685579117490937,""Pitch"":0.15015618866638064,""Yaw"":0.20948037823893564}","{""Surge"":0.13004178340036146,""Sway"":0.2811231135878405,""Heave"":0.032594922860306255,""Pitch"":0.24847735333665472,""Yaw"":0.10705157585119539}","{""J_wave"":0.04341849925363179,""J_shape"":0.9365223472691048,""env_err"":0.181886119477882,""fp_err"":0.2455184834145144,""LERD"":0.006503664007973453,""LERM"":0.006303715446567206,""LER_err"":0.03074398695275639,""Tend"":519.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_ROLL_BQIC_ROLL_0612125455_F090_I100/input/qg_r001_center_roll_38d48f80.out
RUN_0001_FD_HEAVE_BQIC_HEAVE_0612134333_F200_I100,BQIC_HEAVE_0612134333_F200_I100,FD_HEAVE,curated,false,20.849231,20.719426,0.62648997,0.0033086936,0.0063011469,0.067528398,0.067528398,0.81631027,0.71074507,0.57626076,1.5762608,1.5762608,-8.2867,-13.062,-8.2962,-8.184,-0.05,,0.64863739,0.83561842,0.71074507,"{""Surge"":0.4142199560629698,""Sway"":0.602487764348755,""Roll"":0.6524822763181639,""Pitch"":0.3472656869916985,""Yaw"":0.3092312219414126}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.06752839757051636,""J_shape"":0.8163102660648887,""env_err"":0.6486373882562267,""fp_err"":0.7107450711772887,""LERD"":0.0029834655567953176,""LERM"":0.0004904267929062484,""LER_err"":0.8356184163784887,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_BQIC_HEAVE_0612134333_F200_I100/input/qg_r001_center_heave_adcda246.out
RUN_0001_FD_HEAVE_BQIC_HEAVE_0612134333_F400_I100,BQIC_HEAVE_0612134333_F400_I100,FD_HEAVE,curated,false,21,20.719426,1.3541609,0.0041695663,0.0063011469,0.09704414,0.09704414,1.2376196,0.78084282,0.57565738,1.5756574,1.5756574,-8.2867,-13.057,-8.2962,-8.184,-0.05,,0.69302587,0.96923011,0.78084282,"{""Surge"":0.45409199293489194,""Sway"":0.8320553629575874,""Roll"":0.6030740330160042,""Pitch"":0.3702933134800176,""Yaw"":0.5261332251128035}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.097044139752102,""J_shape"":1.237619565794649,""env_err"":0.6930258749448565,""fp_err"":0.7808428215103984,""LERD"":0.0029834655567953176,""LERM"":9.180089210333852e-05,""LER_err"":0.9692301149935358,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_BQIC_HEAVE_0612134333_F400_I100/input/qg_r001_center_heave_adcda246.out
