run_id,candidate_id,dof,reference_kind,old_heave_reference_used,period,reference_period,period_error_pct,zeta,reference_zeta,nrmse,j_dof,j_shape,amplitude_error,start_amplitude_error,start_amplitude_abs_ratio,start_amplitude_signed_ratio,reference_decay_start,model_decay_start,reference_raw_start,model_raw_start,decay_start_time_shift,phase_error,envelope_error,ler_error,fp_error,leak_json,reference_leak_json,morph_json,metric_status,notes
RUN_0001_FD_SURGE_BQIC_SURGE_0612134700_F100_I100,BQIC_SURGE_0612134700_F100_I100,FD_SURGE,curated,false,89.769704,82.763612,8.4651839,0.0062802682,0.020242479,0.079478437,0.079478437,1.5008384,0.26013097,0.25395185,1.2539518,1.2539518,-23.215405,-29.111,-23.35351,-23.22,-0.05,,0.33056973,0.3864387,0.26013097,"{""Sway"":0.11504746995257989,""Heave"":0.10450040566901878,""Roll"":0.12748796412959473,""Pitch"":0.07135035587990686,""Yaw"":0.10546267066116854}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.079478437463231,""J_shape"":1.5008383584360312,""env_err"":0.3305697259709207,""fp_err"":0.2601309676102921,""LERD"":0.003995852928715648,""LERM"":0.005540005153779921,""LER_err"":0.38643870347865783,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612134700_F100_I100/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_HEAVE_BQIC_HEAVE_0612135257_F100_I095,BQIC_HEAVE_0612135257_F100_I095,FD_HEAVE,curated,false,20.869684,20.719426,0.72520623,0.0014965252,0.0063011469,0.035911044,0.035911044,0.25950114,0.59547417,0.52738726,1.5273873,1.5273873,-8.2867,-12.657,-8.2962,-7.775,-0.05,,0.49810556,0.2324664,0.59547417,"{""Surge"":0.47426972989990257,""Sway"":0.4071225456388395,""Roll"":0.6574789810751767,""Pitch"":0.3964933592656773,""Yaw"":0.25013274270120506}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.03591104378651661,""J_shape"":0.25950114249087064,""env_err"":0.4981055635233206,""fp_err"":0.5954741650333333,""LERD"":0.0029834655567953176,""LERM"":0.002289910062798347,""LER_err"":0.23246639882176207,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_BQIC_HEAVE_0612135257_F100_I095/input/qg_r001_center_heave_adcda246.out
RUN_0001_FD_SWAY_BQIC_SWAY_0612134700_F100_I100,BQIC_SWAY_0612134700_F100_I100,FD_SWAY,curated,false,80.359444,79.430459,1.1695586,0.013550301,0.023182848,0.056636981,0.056636981,1.0418852,0.37399742,0.29636861,1.2963686,1.2963686,-15.1099,-19.588,-15.02749,-15.11,-0.05,,0.35133246,0.7202222,0.37399742,"{""Surge"":0.3724595757370464,""Heave"":0.14913993194922448,""Roll"":0.2620071593138967,""Pitch"":0.16018507792331574,""Yaw"":0.36423199430686654}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.05663698133382798,""J_shape"":1.041885155414236,""env_err"":0.351332456753641,""fp_err"":0.3739974184552232,""LERD"":0.008732298675839493,""LERM"":0.002443103283039565,""LER_err"":0.7202222033702147,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SWAY_BQIC_SWAY_0612134700_F100_I100/input/qg_r001_center_sway_ac064de6.out
RUN_0002_FD_SURGE_HEAVE095_CMP_0612135839,HEAVE095_CMP_0612135839,FD_SURGE,curated,false,82.225,82.763612,0.65078407,0.010871949,0.020242479,0.050632098,0.050632098,0.95288635,0.30223682,0.32811855,0.67188145,0.67188145,-23.215405,-15.598,-23.35351,-13.62,-0.05,,0.41243468,0.12985051,0.30223682,"{""Sway"":0.22588017452773052,""Heave"":0.18582662348282744,""Roll"":0.23963936997632412,""Pitch"":0.0944401418286636,""Yaw"":0.20640734371199632}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05063209750784892,""J_shape"":0.9528863462184654,""env_err"":0.4124346762157335,""fp_err"":0.3022368159690829,""LERD"":0.003995852928715648,""LERM"":0.003476989376440771,""LER_err"":0.12985051290204785,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0002_FD_SURGE_HEAVE095_CMP_0612135839/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_HEAVE_BQIC_HEAVE_0612134700_F100_I100,BQIC_HEAVE_0612134700_F100_I100,FD_HEAVE,curated,false,20.863368,20.719426,0.69472378,0.001496328,0.0063011469,0.039048841,0.039048841,0.27042529,0.66372859,0.58905234,1.5890523,1.5890523,-8.2867,-13.168,-8.2962,-8.287,-0.05,,0.52849573,0.37070269,0.66372859,"{""Surge"":0.32025778776961483,""Sway"":0.38878061618824716,""Roll"":0.634531958110863,""Pitch"":0.3316355351844534,""Yaw"":0.313232736139293}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.0390488410492126,""J_shape"":0.2704252870078799,""env_err"":0.5284957305861756,""fp_err"":0.6637285885786376,""LERD"":0.0029834655567953176,""LERM"":0.0018774868500844274,""LER_err"":0.37070268976018433,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_BQIC_HEAVE_0612134700_F100_I100/input/qg_r001_center_heave_adcda246.out
RUN_0001_FD_SWAY_HEAVE095_CMP_0612135839,HEAVE095_CMP_0612135839,FD_SWAY,curated,false,81.500957,79.430459,2.6066805,0.024371127,0.023182848,0.041654771,0.041654771,0.77661815,0.17945897,0.22123906,0.77876094,0.77876094,-15.1099,-11.767,-15.02749,-10.17,-0.05,,0.32304132,0.35183958,0.17945897,"{""Surge"":0.26816376680217735,""Heave"":0.2168165516260234,""Roll"":0.3505626586509387,""Pitch"":0.14302719078669343,""Yaw"":0.46150748167672534}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.04165477091706935,""J_shape"":0.7766181475371647,""env_err"":0.32304132168664657,""fp_err"":0.1794589747715785,""LERD"":0.008732298675839493,""LERM"":0.005659930353963606,""LER_err"":0.35183958267214444,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SWAY_HEAVE095_CMP_0612135839/input/qg_r001_center_sway_ac064de6.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612141252_F100_I080,BQIC_SURGE_0612141252_F100_I080,FD_SURGE,curated,false,89.05,82.763612,7.5955935,0.008862592,0.020242479,0.057172839,0.057172839,1.2242884,0.029214568,0.019874949,0.98012505,0.98012505,-23.215405,-22.754,-23.35351,-18.57,-0.05,,0.29043853,0.056709541,0.029214568,"{""Sway"":0.10586014577192515,""Heave"":0.13424937597895928,""Roll"":0.16340921172128495,""Pitch"":0.05168982492899907,""Yaw"":0.16227829241250957}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05717283885022556,""J_shape"":1.224288432050582,""env_err"":0.29043853462303926,""fp_err"":0.029214568270987555,""LERD"":0.003995852928715648,""LERM"":0.003769249941877824,""LER_err"":0.05670954133706291,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612141252_F100_I080/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_HEAVE_HEAVE095_CMP_0612135839,HEAVE095_CMP_0612135839,FD_HEAVE,curated,false,20.869684,20.719426,0.72520623,0.0014965252,0.0063011469,0.035911044,0.035911044,0.25950114,0.59547417,0.52738726,1.5273873,1.5273873,-8.2867,-12.657,-8.2962,-7.775,-0.05,,0.49810556,0.2324664,0.59547417,"{""Surge"":0.47426972989990257,""Sway"":0.4071225456388395,""Roll"":0.6574789810751767,""Pitch"":0.3964933592656773,""Yaw"":0.25013274270120506}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.03591104378651661,""J_shape"":0.25950114249087064,""env_err"":0.4981055635233206,""fp_err"":0.5954741650333333,""LERD"":0.0029834655567953176,""LERM"":0.002289910062798347,""LER_err"":0.23246639882176207,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_HEAVE095_CMP_0612135839/input/qg_r001_center_heave_adcda246.out
RUN_0001_FD_ROLL_HEAVE095_CMP_0612135839,HEAVE095_CMP_0612135839,FD_ROLL,curated,false,31.661805,31.040392,2.0019472,0.025729381,0.02049542,0.046207049,0.046207049,0.96576847,0.24202453,0.19158707,1.1915871,1.1915871,11.95968,14.251,11.97218,16.89,-0.05,,0.21021256,0.011243908,0.24202453,"{""Surge"":0.28216110977035175,""Sway"":0.440265117704339,""Heave"":0.24679785919081573,""Pitch"":0.14651620041689012,""Yaw"":0.2069480994211604}","{""Surge"":0.13004178340036146,""Sway"":0.2811231135878405,""Heave"":0.032594922860306255,""Pitch"":0.24847735333665472,""Yaw"":0.10705157585119539}","{""J_wave"":0.046207048568192306,""J_shape"":0.965768470235973,""env_err"":0.2102125610530241,""fp_err"":0.2420245303005869,""LERD"":0.006503664007973453,""LERM"":0.006576790604705399,""LER_err"":0.011243907533091166,""Tend"":519.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_ROLL_HEAVE095_CMP_0612135839/input/qg_r001_center_roll_38d48f80.out
RUN_0001_FD_SWAY_BQIC_SWAY_0612142322_F100_I080,BQIC_SWAY_0612142322_F100_I080,FD_SWAY,curated,false,81.521212,79.430459,2.632181,0.012446109,0.023182848,0.047218733,0.047218733,0.93776528,0.033236198,0.008464649,0.99153535,0.99153535,-15.1099,-14.982,-15.02749,-12.09,-0.05,,0.34505342,0.12131912,0.033236198,"{""Surge"":0.32833120147316724,""Heave"":0.18875196495660068,""Roll"":0.31186938844403067,""Pitch"":0.13997287375283538,""Yaw"":0.4443705543893547}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.04721873267157613,""J_shape"":0.9377652795929577,""env_err"":0.3450534205279577,""fp_err"":0.03323619827066937,""LERD"":0.008732298675839493,""LERM"":0.009791693503850223,""LER_err"":0.12131912424638669,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SWAY_BQIC_SWAY_0612142322_F100_I080/input/qg_r001_center_sway_ac064de6.out
RUN_0001_FD_HEAVE_BQIC_HEAVE_0612143402_F100_I060,BQIC_HEAVE_0612143402_F100_I060,FD_HEAVE,curated,false,20.868056,20.719426,0.71734571,0.0024122298,0.0063011469,0.023805829,0.023805829,0.22404785,0.22845927,0.1900998,1.1900998,1.1900998,-8.2867,-9.862,-8.2962,-4.972,-0.05,,0.37515601,0.068429342,0.22845927,"{""Surge"":0.16084596295277653,""Sway"":0.41316150699410265,""Roll"":0.8173921171570713,""Pitch"":0.42779379022097996,""Yaw"":0.26973557246428004}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.023805828717712633,""J_shape"":0.22404784501206104,""env_err"":0.3751560082425362,""fp_err"":0.22845927190028967,""LERD"":0.0029834655567953176,""LERM"":0.0031876221404749812,""LER_err"":0.06842934158052019,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_BQIC_HEAVE_0612143402_F100_I060/input/qg_r001_center_heave_adcda246.out
RUN_0001_FD_PITCH_HEAVE095_CMP_0612135839,HEAVE095_CMP_0612135839,FD_PITCH,curated,false,30.507999,30.598882,0.29701453,0.020856658,0.025569995,0.014713236,0.014713236,0.20796211,0.15387015,0.16358382,1.1635838,1.1635838,-9.03115,-10.5085,-9.028615,-9.679,-0.05,,0.1346887,0.5981415,0.15387015,"{""Surge"":0.356209322362823,""Sway"":0.14941950599850495,""Heave"":0.2865059624941527,""Roll"":0.3404670086450939,""Yaw"":0.2909548621409635}","{""Surge"":0.3652553627158409,""Sway"":0.11511580438120428,""Heave"":0.09709203619753709,""Roll"":0.24451383619627762,""Yaw"":0.12733165013806358}","{""J_wave"":0.014713235948848635,""J_shape"":0.2079621100897117,""env_err"":0.13468870392701693,""fp_err"":0.153870153609555,""LERD"":0.013125939777430977,""LERM"":0.020977109108013196,""LER_err"":0.5981415017674916,""Tend"":484.68}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_PITCH_HEAVE095_CMP_0612135839/input/qg_r001_center_pitch_e18abe27.out
RUN_0001_FD_YAW_HEAVE095_CMP_0612135839,HEAVE095_CMP_0612135839,FD_YAW,curated,false,50.313075,50.687273,0.73824889,0.022467835,0.024700713,0.027204702,0.027204702,0.54931518,0.20162353,0.19985461,0.80014539,0.80014539,-18.0201,-14.4187,-17.8903,-14.98,-0.05,,0.27050089,0.75605018,0.20162353,"{""Surge"":0.4118261440940836,""Sway"":0.22851825558166444,""Heave"":0.2009042947880548,""Roll"":0.2632192935878376,""Pitch"":0.07801584716959176}","{""Surge"":0.1667131756781034,""Sway"":0.06151291011602063,""Heave"":0.00833951391833249,""Roll"":0.08748756161027149,""Pitch"":0.06650130575791667}","{""J_wave"":0.02720470227598641,""J_shape"":0.5493151763948386,""env_err"":0.2705008927901316,""fp_err"":0.20162353309357162,""LERD"":0.010254479339074602,""LERM"":0.01800738033653799,""LER_err"":0.7560501846174702,""Tend"":628.0}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_YAW_HEAVE095_CMP_0612135839/input/qg_r001_center_yaw_fe6ed2b1.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612143905_F100_I065,BQIC_SURGE_0612143905_F100_I065,FD_SURGE,curated,false,91.820833,82.763612,10.943482,0.01282465,0.020242479,0.046711877,0.046711877,0.94465277,0.21652556,0.231114,0.768886,0.768886,-23.215405,-17.85,-23.35351,-15.09,-0.05,,0.36719407,0.51386396,0.21652556,"{""Sway"":0.1917248653679542,""Heave"":0.16654036149541832,""Roll"":0.21262052357552888,""Pitch"":0.061065454103196144,""Yaw"":0.229058980745086}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.04671187678220659,""J_shape"":0.9446527676384381,""env_err"":0.36719406504842117,""fp_err"":0.21652555508046925,""LERD"":0.003995852928715648,""LERM"":0.0019425281156417388,""LER_err"":0.5138639608875423,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612143905_F100_I065/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_HEAVE095_ROLL090_CMP_0612144710,HEAVE095_ROLL090_CMP_0612144710,FD_SURGE,curated,false,82.225,82.763612,0.65078407,0.010871949,0.020242479,0.050632098,0.050632098,0.95288635,0.30223682,0.32811855,0.67188145,0.67188145,-23.215405,-15.598,-23.35351,-13.62,-0.05,,0.41243468,0.12985051,0.30223682,"{""Sway"":0.22588017452773052,""Heave"":0.18582662348282744,""Roll"":0.23963936997632412,""Pitch"":0.0944401418286636,""Yaw"":0.20640734371199632}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05063209750784892,""J_shape"":0.9528863462184654,""env_err"":0.4124346762157335,""fp_err"":0.3022368159690829,""LERD"":0.003995852928715648,""LERM"":0.003476989376440771,""LER_err"":0.12985051290204785,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_HEAVE095_ROLL090_CMP_0612144710/input/qg_r001_center_surge_9d3daf69.out
RUN_0001_FD_SURGE_BQIC_SURGE_0612143905_F100_I070,BQIC_SURGE_0612143905_F100_I070,FD_SURGE,curated,false,88.795,82.763612,7.2874871,0.010804843,0.020242479,0.053593904,0.053593904,1.2131332,0.11676075,0.16288344,0.83711656,0.83711656,-23.215405,-19.434,-23.35351,-16.25,-0.05,,0.29731279,0.2467161,0.11676075,"{""Sway"":0.1638663262228447,""Heave"":0.15112570359503902,""Roll"":0.1933604363909586,""Pitch"":0.061587161272869985,""Yaw"":0.17303699960448068}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05359390415095476,""J_shape"":1.213133233434725,""env_err"":0.2973127851629871,""fp_err"":0.11676074617594905,""LERD"":0.003995852928715648,""LERM"":0.004981694170048531,""LER_err"":0.2467160976442026,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_BQIC_SURGE_0612143905_F100_I070/input/qg_r001_center_surge_9d3daf69.out
RUN_0002_FD_HEAVE_HEAVE095_ROLL090_CMP_0612144710,HEAVE095_ROLL090_CMP_0612144710,FD_HEAVE,curated,false,20.869684,20.719426,0.72520623,0.0014965252,0.0063011469,0.035911044,0.035911044,0.25950114,0.59547417,0.52738726,1.5273873,1.5273873,-8.2867,-12.657,-8.2962,-7.775,-0.05,,0.49810556,0.2324664,0.59547417,"{""Surge"":0.47426972989990257,""Sway"":0.4071225456388395,""Roll"":0.6574789810751767,""Pitch"":0.3964933592656773,""Yaw"":0.25013274270120506}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.03591104378651661,""J_shape"":0.25950114249087064,""env_err"":0.4981055635233206,""fp_err"":0.5954741650333333,""LERD"":0.0029834655567953176,""LERM"":0.002289910062798347,""LER_err"":0.23246639882176207,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0002_FD_HEAVE_HEAVE095_ROLL090_CMP_0612144710/input/qg_r001_center_heave_adcda246.out
RUN_0001_FD_SURGE_AMP_SH_06121500,AMP_SH_06121500,FD_SURGE,curated,false,83.833333,82.763612,1.2925015,0.015569877,0.020242479,0.050735985,0.050735985,1.0916513,0.31874783,0.3348813,0.6651187,0.6651187,-23.215405,-15.441,-23.35351,-13.62,-0.05,,0.4143383,0.28996584,0.31874783,"{""Sway"":0.2718854317477552,""Heave"":0.1885627796560318,""Roll"":0.24298699950636557,""Pitch"":0.07106791881466182,""Yaw"":0.1859328815463762}","{""Sway"":0.15896017090110728,""Heave"":0.01968059507325694,""Roll"":0.03291602612100948,""Pitch"":0.10723769417504003,""Yaw"":0.03816688415976064}","{""J_wave"":0.05073598524601136,""J_shape"":1.0916512999121288,""env_err"":0.41433830029092805,""fp_err"":0.31874782571027604,""LERD"":0.003995852928715648,""LERM"":0.005154513766623043,""LER_err"":0.28996583672558074,""Tend"":740.9499999999999}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SURGE_AMP_SH_06121500/input/qg_r001_center_surge_9d3daf69.out
RUN_0002_FD_ROLL_HEAVE095_ROLL090_CMP_0612144710,HEAVE095_ROLL090_CMP_0612144710,FD_ROLL,curated,false,31.543425,31.040392,1.6205738,0.02674023,0.02049542,0.043418499,0.043418499,0.93652235,0.24551848,0.19267405,1.1926741,1.1926741,11.95968,14.264,11.97218,16.89,-0.05,,0.18188612,0.030743987,0.24551848,"{""Surge"":0.24034834708123032,""Sway"":0.46687646763627005,""Heave"":0.23685579117490937,""Pitch"":0.15015618866638064,""Yaw"":0.20948037823893564}","{""Surge"":0.13004178340036146,""Sway"":0.2811231135878405,""Heave"":0.032594922860306255,""Pitch"":0.24847735333665472,""Yaw"":0.10705157585119539}","{""J_wave"":0.04341849925363179,""J_shape"":0.9365223472691048,""env_err"":0.181886119477882,""fp_err"":0.2455184834145144,""LERD"":0.006503664007973453,""LERM"":0.006303715446567206,""LER_err"":0.03074398695275639,""Tend"":519.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0002_FD_ROLL_HEAVE095_ROLL090_CMP_0612144710/input/qg_r001_center_roll_38d48f80.out
RUN_0001_FD_SWAY_AMP_SH_06121500,AMP_SH_06121500,FD_SWAY,curated,false,81.521212,79.430459,2.632181,0.012446109,0.023182848,0.047218733,0.047218733,0.93776528,0.033236198,0.008464649,0.99153535,0.99153535,-15.1099,-14.982,-15.02749,-12.09,-0.05,,0.34505342,0.12131912,0.033236198,"{""Surge"":0.32833120147316724,""Heave"":0.18875196495660068,""Roll"":0.31186938844403067,""Pitch"":0.13997287375283538,""Yaw"":0.4443705543893547}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.04721873267157613,""J_shape"":0.9377652795929577,""env_err"":0.3450534205279577,""fp_err"":0.03323619827066937,""LERD"":0.008732298675839493,""LERM"":0.009791693503850223,""LER_err"":0.12131912424638669,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_SWAY_AMP_SH_06121500/input/qg_r001_center_sway_ac064de6.out
RUN_0002_FD_SWAY_HEAVE095_ROLL090_CMP_0612144710,HEAVE095_ROLL090_CMP_0612144710,FD_SWAY,curated,false,81.500957,79.430459,2.6066805,0.024371127,0.023182848,0.041654771,0.041654771,0.77661815,0.17945897,0.22123906,0.77876094,0.77876094,-15.1099,-11.767,-15.02749,-10.17,-0.05,,0.32304132,0.35183958,0.17945897,"{""Surge"":0.26816376680217735,""Heave"":0.2168165516260234,""Roll"":0.3505626586509387,""Pitch"":0.14302719078669343,""Yaw"":0.46150748167672534}","{""Surge"":0.09911156186697814,""Heave"":0.018040555839837675,""Roll"":0.11940848210435888,""Pitch"":0.0384504331662194,""Yaw"":0.1166189583607766}","{""J_wave"":0.04165477091706935,""J_shape"":0.7766181475371647,""env_err"":0.32304132168664657,""fp_err"":0.1794589747715785,""LERD"":0.008732298675839493,""LERM"":0.005659930353963606,""LER_err"":0.35183958267214444,""Tend"":899.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0002_FD_SWAY_HEAVE095_ROLL090_CMP_0612144710/input/qg_r001_center_sway_ac064de6.out
RUN_0001_FD_HEAVE_AMP_SH_06121500,AMP_SH_06121500,FD_HEAVE,curated,false,20.868056,20.719426,0.71734571,0.0024122298,0.0063011469,0.023805829,0.023805829,0.22404785,0.22845927,0.1900998,1.1900998,1.1900998,-8.2867,-9.862,-8.2962,-4.972,-0.05,,0.37515601,0.068429342,0.22845927,"{""Surge"":0.16084596295277653,""Sway"":0.41316150699410265,""Roll"":0.8173921171570713,""Pitch"":0.42779379022097996,""Yaw"":0.26973557246428004}","{""Surge"":0.694133163574395,""Sway"":0.3830351608671329,""Roll"":0.23088104002761986,""Pitch"":0.08142292151490593,""Yaw"":0.09687871817782223}","{""J_wave"":0.023805828717712633,""J_shape"":0.22404784501206104,""env_err"":0.3751560082425362,""fp_err"":0.22845927190028967,""LERD"":0.0029834655567953176,""LERM"":0.0031876221404749812,""LER_err"":0.06842934158052019,""Tend"":399.8}",PASS,metrics computed from 04_current_runs/runs/RUN_0001_FD_HEAVE_AMP_SH_06121500/input/qg_r001_center_heave_adcda246.out
RUN_0002_FD_PITCH_HEAVE095_ROLL090_CMP_0612144710,HEAVE095_ROLL090_CMP_0612144710,FD_PITCH,curated,false,30.507999,30.598882,0.29701453,0.020856658,0.025569995,0.014713236,0.014713236,0.20796211,0.15387015,0.16358382,1.1635838,1.1635838,-9.03115,-10.5085,-9.028615,-9.679,-0.05,,0.1346887,0.5981415,0.15387015,"{""Surge"":0.356209322362823,""Sway"":0.14941950599850495,""Heave"":0.2865059624941527,""Roll"":0.3404670086450939,""Yaw"":0.2909548621409635}","{""Surge"":0.3652553627158409,""Sway"":0.11511580438120428,""Heave"":0.09709203619753709,""Roll"":0.24451383619627762,""Yaw"":0.12733165013806358}","{""J_wave"":0.014713235948848635,""J_shape"":0.2079621100897117,""env_err"":0.13468870392701693,""fp_err"":0.153870153609555,""LERD"":0.013125939777430977,""LERM"":0.020977109108013196,""LER_err"":0.5981415017674916,""Tend"":484.68}",PASS,metrics computed from 04_current_runs/runs/RUN_0002_FD_PITCH_HEAVE095_ROLL090_CMP_0612144710/input/qg_r001_center_pitch_e18abe27.out
